Target Country,Country,Population,Total Covid Cases,Total Covid Deaths,Covid Cases per Pop. 1000,Covid Deaths per Pop. 1000,Itself
France,Belgium,11484055.0,134197.0,10092.0,11.685506556699702,0.8787836700538268,False
France,France,67059887.0,634763.0,32365.0,9.465613922075352,0.48262831101996934,True
France,Germany,83132799.0,306086.0,9562.0,3.681892149451145,0.11502078740305616,False
France,Italy,60297396.0,330263.0,36030.0,5.4772348709718734,0.5975382419499509,False
France,Luxembourg,619896.0,8979.0,128.0,14.484687754074876,0.20648624930633527,False
France,Monaco,,224.0,1.0,,,False
France,Spain,47076781.0,825410.0,32486.0,17.533271869204484,0.6900641740989045,False
France,Switzerland,8574832.0,56502.0,1786.0,6.589283615119223,0.20828396404734228,False
French Guiana,Brazil,211049527.0,4969141.0,147494.0,23.54490469907568,0.6988596567667267,False
French Guiana,Suriname,581372.0,4965.0,106.0,8.540142972141762,0.18232732226526216,False
Gabon,Cameroon,25876380.0,20924.0,420.0,0.8086138787573841,0.016231018403656153,False
Gabon,"Congo, Rep.",5380508.0,5089.0,89.0,0.945821472619314,0.01654118904757692,False
Gabon,Equatorial Guinea,1355986.0,5052.0,83.0,3.725702182765899,0.061210071490413624,False
Gabon,Gabon,2172579.0,8808.0,54.0,4.054167880661647,0.024855252674356145,True
Gambia,Gambia,2347706.0,3613.0,117.0,1.5389490847661504,0.049835882346426684,True
Gambia,Senegal,16296364.0,15141.0,312.0,0.9291029581813465,0.01914537500512384,False
Georgia,Armenia,2957731.0,53083.0,990.0,17.947203447507565,0.33471603739488137,False
Georgia,Azerbaijan,10023318.0,40931.0,600.0,4.083577913022414,0.05986041747852358,False
Georgia,Georgia,3720382.0,9245.0,58.0,2.484959877775992,0.015589796961709845,True
Georgia,Russia,144373535.0,1237504.0,21663.0,8.571543254101245,0.150048275814539,False
Georgia,Turkey,83429615.0,327557.0,8553.0,3.9261478073463483,0.10251755326930372,False
Germany,Austria,8877067.0,50435.0,840.0,5.681493673529782,0.0946258488304752,False
Germany,Belgium,11484055.0,134197.0,10092.0,11.685506556699702,0.8787836700538268,False
Germany,Czech Republic,10669709.0,90022.0,794.0,8.437156064893616,0.07441627508304116,False
Germany,Denmark,5818553.0,30379.0,663.0,5.2210575378448905,0.11394585561049285,False
Germany,France,67059887.0,634763.0,32365.0,9.465613922075352,0.48262831101996934,False
Germany,Germany,83132799.0,306086.0,9562.0,3.681892149451145,0.11502078740305616,True
Germany,Luxembourg,619896.0,8979.0,128.0,14.484687754074876,0.20648624930633527,False
Germany,Netherlands,17332850.0,144838.0,6473.0,8.356271472954536,0.3734527212778049,False
Germany,Poland,37970874.0,104316.0,2717.0,2.747263599989824,0.07155484490559791,False
Germany,Switzerland,8574832.0,56502.0,1786.0,6.589283615119223,0.20828396404734228,False
Ghana,Burkina Faso,20321378.0,2197.0,59.0,0.10811274707847077,0.0029033464167636663,False
Ghana,Cote d'Ivoire,25716544.0,19903.0,120.0,0.7739375866368359,0.004666256865619269,False
Ghana,Ghana,30417856.0,46829.0,303.0,1.5395233641713606,0.00996125433692631,True
Ghana,Togo,8082366.0,1881.0,49.0,0.23272888161709082,0.00606258117981789,False
Gibraltar,Spain,47076781.0,825410.0,32486.0,17.533271869204484,0.6900641740989045,False
Greece,Albania,2854191.0,14568.0,403.0,5.104073273302312,0.14119587651982646,False
Greece,Bulgaria,6975761.0,22306.0,862.0,3.1976439559784233,0.12357074733495026,False
Greece,Greece,10716322.0,20541.0,420.0,1.9167957065866443,0.03919255132497885,True
Greece,Turkey,83429615.0,327557.0,8553.0,3.9261478073463483,0.10251755326930372,False
